company_name,client_name,email,mobile,source,remark,designation,address,category,state,city,pincode,website
RED CIRCUTE INDIA PRIVATE LIMITED,,info.redcircute@gmail.com,,START-UP  INDIA,,,,,KARNATAKA,BANGALURU URBAN,,
Relicom Infratech Private Limited,,,,START-UP  INDIA,,,,,TAMILNADU,CHENNAI,, www.relicomin.com
SARGAS TECHNOLOGIES PRIVATE LIMITED,, ganesh@sargastechnologies.com,,START-UP  INDIA,,,,,HARYANA,GURUGRAM,,
SARK UNITECH PRIVATE LIMITED,,,,START-UP  INDIA,,,,,CHHATTISGHAR,CHANDIGHAR,, https://sarkunitech.com/
Sheetal Dotline Communication Systems pvt ltd,, narayan2721@gmail.com,,START-UP  INDIA,,,,,,DELHI,, www.astranu.in
SOUNDSHINE PROJECTS PRIVATE LIMITED,, sales@soundshine.co.in,,START-UP  INDIA,,,,,DELHI,CENTRAL DELHI,,
STREEKAYA SERVICES PRIVATE LIMITED,,priyanka@streekaya.com,,START-UP  INDIA,,,,,MAHARASHTRA,JALGAON,,
Tawny Technology Solutions,,,,START-UP  INDIA,,,,,TAMILNADU,CHENNAI,, www.tawnytech.in
TECHENSGLOBAL PRIVATE LIMITED,, Shamla@Techensglobal.com,,START-UP  INDIA,,,,,KARANATAKA,BENGALURU URBAN,,
TECHNOFY CONNECT PRIVATE LIMITED,, info@technofyconnect.in,www.karnetbroadband.com,START-UP  INDIA,,,,,WEST BENGAL,KOLKATA,,
TECHNOMAKE ELECTRONICS PRIVATE LIMITED,,dipp-startups@nic.in,,START-UP  INDIA,,,,,,,,
Telecommunication Service,,info@gsmgateway.in,91- 9066677770,START-UP  INDIA,,,,,,,, https://www.gsmgateway.in/
"TERAPEER PRIVATE LIMITED
",,,,START-UP  INDIA,,,,,MAHARASHTRA,DELHI,,
THIRD EYE TECHNOLOGIES,, SRIHARISH06@GMAIL.COM,,START-UP  INDIA,,,,,TAMILNADU,THANJAVUR,,
THOMSON CABLE NETWORK,, lvk_68@yahoo.com,,START-UP  INDIA,,,,,TAMILNADU,TOOTHUKUDI,,
TRACKNET TELESERVICES PRIVATE LIMITED,, trackdwa@gmail.com,,START-UP  INDIA,,,,,CHHATTISGHAR,RAJPUT,,
Trident MEA Technologies India PVT ltd,, praseed@tridentmea.com,,START-UP  INDIA,,,,,KERELA,KOCHI,,
Txtend,, sowrajit0610@gmail.com,,START-UP  INDIA,,,,,TRIPURA,AGARTALA,,
UDI TECHNOLOGIES,,,,START-UP  INDIA,,,,,GUJARAT,GANDHINAGAR,,
UNIVEST COMMUNICATION TECHNOLOGIES PRIVATE LIMITED,, pranit@univest.in,,START-UP  INDIA,,,,,HARYANA,GURUGRAM,,
VIMAL TELECOM PRIVATE LIMITED,,info@telstar.com,,START-UP  INDIA,,,,,MAHARASHTRA,RAIGAD,, http://telstar.co.in
VISHVAM TECHNOLOGIES PRIVATE LIMITED,, info@vishvamtechnologies.in,,START-UP  INDIA,,,,,GUJARAT,AHEMDABAD,,
VISHVAM TECHNOLOGIES PRIVATE LIMITED,,uniqueskyengineers@gmail.com,,START-UP  INDIA,,,,,GUJARAT,RAJASTHAN,,
Yellow bricks global services Pvt Ltd,,,,START-UP  INDIA,,,,,MAHARASHTRA,PUNE,, https://www.dev.marketdatacentre.com/
,,,,,,,,,,,,
,, princesimtmba@gmail.com,,START-UP  INDIA,,,,,UTTARAKHAND,KASHIPUR,,
,,,,START-UP  INDIA,,,,,MAHARASHTRA,PUNE,,
,,,,START-UP  INDIA,,,,,,,,
,,,,START-UP  INDIA,,,,,,,,
,,info@nabstract.io,,START-UP  INDIA,,,,,,,,
,,,,START-UP  INDIA,,,,,,,,
Skymind Engineering Solutions,,info@skyminds.in,7006 431 734,START-UP  INDIA,,,,,,,,https://www.skyminds.in/
Geschaft Technologies,,geschtech@gmail.com,9899684223,START-UP  INDIA,,,,,,,,https://geschtech.com/
 Volty IOT Solutions,,info@voltyit.com,7659922222,START-UP  INDIA,,,,,,,,http://www.voltysoft.com/
UNIVERSAL TECHNOLOGY SYSTEMS,,India.Sales@uts.com,"93716 12493,",START-UP  INDIA,,,,, Maharashtra,"Navi Mumbai,",,https://www.uts.com/
BIGH BULL TECHNOSOFT LLP,,support@bighbull.com,,START-UP  INDIA,,,,, Maharashtra,"Pune,",,https://bighbull.com/index.html
SPAWNSER PRIVATE LIMITED,,eitcompliance2020@gmail.com,,START-UP  INDIA,,,,,", Uttar Pradesh",Kanpur,,
SK METASOFT TECHNOLOGIES PRIVATE LIMITED,,,,START-UP  INDIA,,,,,"Kolkata,", West Bengal,,https://www.skmetasoft.com
"OM SAI SURFACE TREATMENT =BLASTING, METALIZING, PAINTING,BEARING WORK",,,,START-UP  INDIA,,,,,MUMBAI,MAHARASHTRA,,
Growthrive Private Limited,,support@tofler.in,,START-UP  INDIA,,,,,Haryana,"Gurugram, ",,
Tryambakam Ventures,,,,START-UP  INDIA,,,,,,,,
MAXLINE NETWORK PRIVATE LIMITED,,,,START-UP  INDIA,,,,,"Medinipur, ",West Bengal,,www.maxlinenetwork.in
,,,,,,,,,,,,
PAL TRENCHLESS ENGINEERING SERVICES PRIVATE LIMITED,,instacompany@pvtltdcompany.co.in,,START-UP  INDIA,,,,,East Delhi,Delhi,,
Victrion Technology Private Limited,,info@victriontech.com,9962123127,START-UP  INDIA,,,,,Chennai, Tamil Nadu,,www.victriontech.com
Y K Infotech,,,,START-UP  INDIA,,,,,,,,www.ykinfotech.com
Juzztap’s ,,info@itscoresolutions.co.in ,9163336206,START-UP  INDIA,,,,,,,,
